col0,col1,col2
Pregnancy,Ni possible kuwa na ball na bado unanyeshe?,"Swali noma, karembo❤️ Actually, ni normal kuget light spotting ata ukiwa pregos. I know, I know, annoying, right? Inaeza kuwa confusing ikihappen so jitrust, boo! If you feel like soemthing isn't right, see a doctor or a health professional akuhelp out. 

Babes, usijistress out ukiobsess over pregnancy symptoms ngapi zinakuanga, okay? It can get SO confusing 😖 Ushajua chenye nitasema, heri ufanye test ama uende tu clinic roho safi ili professional aconfirm for you. That way, no surprises! "
,,
Pregnancy,Nitajua niko na ball how soon after nihave unprotected sex?,"Yaas,  Najua so many people wenye wanaezakua too nervous to ask this - power to you, mresh! 

Let's get into, okay?Itabidi uipatie around 6 - 12 days ndio ustart kucheki signs za pregnancy after an egg imekua fertilised. Around that time,  utaget a little bit of spotting, ina look like a period but less flow na a lighter colour 🩸 But that doesn't always mean you're pregnant FOR REALS

You know vile mi husema, the best way to confirm kama uko na ball ni kuget a test at a pharmacy or healthcare centre. So breathe, baby girl, you've got this.
Kama uko worried about pregnancy, the most important thing for you to know ni...use a condom Every. Single. Time."
,,
Pregnancy,Miscarraige ni nini?,"Whew, thanks for asking ❤️ It's so necessary kujua about this. Kama unaeza get ball, pia unaeza get a miscarraige. 

Hii ni when a pregnancy doesn't go through to full term, an embryo (a fertilised egg) or a fetus dies. Inaeza happen within the first 3 months of pregnancy.

Miscarriages ziko more common than we think na zinaeza happen for many reasons. Just because it happens, haimean huwezi get pregnant again, 🌺 It just means at that time it didn't work, okay?
""Remember, hii ni situation hard kugo through, boo. Unaeza kuwa na a lot of emotion and feelings msee akiexperience miscarriage. Kumbuka everyone may react differently. Kuna wasee watafeel grief na kumourn, and others may not need to.

By the way, juwa u can always reach out to a health professional or counsellor if you would like some extra support."""
,,
,,
Pregnancy,Naeza pata ball nikienda mechi for the first time?,"Swali noma! Kama ushaanza kunyesha (have periods) na hutumii contraception,  chances zako za kupata ball ni high. Kunyesha ni the body's way of telling you unaeza pata ball. Every month, an egg is released from the ovaries, which kama haitakuwa fertilised, itatoka wakati dem ananyesha.
Hizi tiny eggs zinaeza kuwa fertilised when sperm from a penis swims up the vagina and and meets it in the uterus (womb). Fertilization inaeza happen through unprotected sexual activity between a penis and a vagina. Kama unataka kuenjoy mechi bila kupata ball, option best ni kutumia CD (condom) na form ingine ya contraception kama the pill, IUD or injection. 

Kila mara ukiengage in sexual activity na mtu,  ni vipoa sana kutumia CD ili usipate ball ama kupata STIs. Contraceptives hukusaidia kuenjoy sex safely.  Kama unmaswali mengine pigia XXX 0800 XXXXX-free.❤️"
,,
Pregnacy,"CD (condom) ilibreak, sasa nitado?","Condom breaks zinaweza kukupea wasi wasi, lakini you should be proud of yourself kwa kututext kupata support. CD ikibreak wakati wa mechi, chance ya kupata ball ama kupata STI kwa sababu ya sexual fluids kumix hupanda. Lakini usipanic, kuchelewa doesn’t always mean unaball.

Periods huchelewa, hupotea na hurudi kwa sababu ya sababu mob kama stress, kubadilisha chenye unakula, growth spurts... anything, you name it! Kitu best unaezafanya sahi, ni kuenda hosi, clinic ama kwa daktari ufanywe matest kucheck STI na pregnancy status yako. You may need to go back kufanya tests zingine since pregnancy na some STIs can sometimes only be detected after a few weeks. 

""Ni vipoa kutake responsibility for sexual safety yako🙌. Next time ukitumia CD, hakikisha haija pita expiry date na pia haina tears ukiifungua. Pia, ungetaka kuconsider kutumia hormonal contraception na pia CDs kupunguza chance yako ya kupata ball. Unaeza bonga kuhusu contraception options kwa clinic ama na daktari. 
"
,,
,"Ninaball, na anakataa mtoto ni wake.","Najua hii situation inaeza kuwa stressful, thank you for sharing. Although inaonekana kama baba wa mtoi hataki kukubonga nawe, communication is key ili mresolve hii issue. Hig chance ana feel wasiwasi na anaogopa chenye itahappen next. Coming to a solution together means giving each other the space kusema vile nyi wawili mnaskia. Jaribu kuarrange kumeet na kuongea kuihusu tena. 

Wakati mkibonga, unaeza make enviornment yenu calmer kwa kumwambia kwamba unatambua vile anavyofeel. Ata kumwambia kitu simple kama 'Naelewa vile unafeel' inaeza saidia.🤗  Jaribu kucome up na suggestions za vile unatakaa kuprogress na ball. Kama partner wako ni aggressive ama disrespectful, si lazima uendelee kuongea. Kama ni safe, take a big deep breath in and out, and walk away. Kumbuka, reaction yao si fault yako.

Unaeza irudia hii conversation tena, baadaye, once you've both had time to digest how the other feels. Kama partner wako anaendela kuignore hii situation, jaribu kuongea na a trusted adult for support. Wanaeza kusaidia kuprogress na hii conversations. Huko pekee yako🫂. Kumbuka, unaeza bonga na counselors at XXX on 0800 XXXXXX or watumie text 'please call me on this number' XXX"
,,
Pregnancy,"Woi, mtoi!","Kuhave mtoi ni responsibility kubwa sana na haifai kuchukuliwa hivi-hivi tu ama kufanywa kwa sababu unfeel pressure kutoka mtu mwingine. 
Unafraid kumake sure, hii ni the best choice for u and nkt for ur relationship. Mapenzi yanaeza kuonyeshwa kwa njia tofauti. 💗

Kuhave beliefs ni vipoa lakini lakini lazima umake sure beliefs zake hazitagombana na zako. Kama mpenzi wako anakupenda na anakutrust, basi ataelewa kama hutaki kumzalia mtoi, ata sahi. 

Decision kubwa kama hii should be made together and should be about what's right for both of you. Kumbuka, kuna njia MOB za kuonyesha mpenzi wako unampenda, kama kuspend one-on-one time naye, kuplan outings na pia kumwambia sabau ya kumpenda. "
,,
Pregnancy,Kupull out:Naeza pata ball?,"Haya, acha ni break down pregnancy for you. Madem hurelease tiny eggs from their ovaries into their womb kila mwezi. Morio na dem wakihave sex sex, sperm can swim out of the penis & into the womb through the vagina. Kama the egg na sperm watameet, hii huitwa fertilisation. Kama the egg attaches to the womb, hii humanisha ukona ball. Kabla penis i-ejaculate, inarelease a liquid called pre-ejaculant or 'pre-cum', which has sperm cells. So... sex bila CD (condom) inaeza lead to pregnancy, ata kama a pull out aje 💦

Bila CD, kuna a higher chance ya kutrasmit STIs. Njia best ya kuenjoy sex bila kupata ball ama kutransmit STIs  ni kutumia njia mbili za protection: condom na hormonal contraceptives kama the vaginal ring, implant or injection. Pitia kwa daktari, hosi ama a local clinic kudiscuss the best options for you.

Ni vipoa kutumia contraception everytime ukienjoy sex. Kama unafeel comfortable, ongea na partner wako na umwambie hufeel comfortabe bila kutumia condom 😊. Hii ndiyo njia best ya kuensure sexual activity ni pleasurable na safe! Kupata more advice, unaeza contact XXX on 011 XXX, ni toll-free line."
,,
Pregnancy,Kupata ball ukinyesha 😲,"Yes, bado ni possible kupata ball ukinyesha. Kivipi? Well, sperm hueza kulive for up to 5 days inside you. So, kama ulihave unprotected sex ukinyesha, hiyo sperm bado inachance yakufertilize one of your eggs that release during ovulation.

Ovulation inahappen katikati ya menstruation. Uko fertile sana, siku ya kwanza ama pili after kunyesha, so either side ya fallopian tube inaeza release an egg, hii pia huitwa ovulation. Kama unaanza kuovulate a few days before having unprotected period sex, your egg could meet with his sperm - na unaeza kupata ball. 

Kuenda mechi bila protection ukinyesha, will also put you at risk for HIV or STI infection or kuinfect yule unayo lala naye. Advice yangu nikukuwa safe kila time💯 – tumia CD (condom) always. So then hutakuwa na wasiwasi ya ball ama kupata STI/HIV."
,,
Pregnancy,Nina ball?,"Kawaida, sign ya kwanza ya kukuwa na ball ni kuchelewa ama kumiss period. Madem wangine pia huexperience morning sickness kama kutapika ama kutotaka kukula vyakula specific. But huezi rely on hizi signs pekee. Way best ya kujua for sure for sure, nikuchukua pregnancy test.

Kama unafanya test kwa daktari ama nurse, atakuuliza maswali kama, 'ulinyesha last lini kabla uchukue hii test?'. Na kama tests zitarudi postive – kwamba unaball – utaelezwa vile utajitunza during the pregnancy. 

Pia, kuna option ya kununua a home-pregnancy test dukani ama kwa pharmacy. Hizi tests kawaida huwa reliable, lakini bado utahitaji kuenda kwa nurse ama daktari so that they can help you have a healthy and safe pregnancy and talk to you about your options. "
,,
,,
,,
Pregnancy,Unprotected sex ukiwa na implant,"Kuna chance unaeza pata ball, lakini ni ndogo sana. Implant inakupea 99% protection from pregnancy. Ina release a hormone into your body called progestin. Hii hormone hublock eggs zako from coming out of your ovaries na pia hu-thicken uterus yako to stop sperm from entering.
 
The risk of pregnancy also comes when the implant has reached its expiration date na hujaitoa. Usually, an implant should last between 2 or 3 years. After that time utahitaji kuitoa, uchukue ingine mypa. Kumbuka kukeep track! ⏰

The new implant itaanza kufanya kazi yake baada ya siku 7. Wakati huu, utahitaji kutumia CD kujiprotect. Kucheck kama implant yako ishaexpire, pitia kwa yule nurse ama daktari aliyekufanyia ile procedure. An implant only protects from pregnancy so always use a condom for STI/HIV protection."
,,
Pregancy,,Naeza pata mimba nikimpatia bj?
,,"Oral sex, kama kulamba lolo/bj haiezi kupatia ball. Pregnancy huhappen through vaginal sex or if his sperm finds a way inside your vagina while you're having foreplay. "
,,"Sperm ikicome into contact na vagina, kunachance itatravel to your uterus na kupatana na eggs zako. When hizi mbili humeet (egg + sperm), fertilization can happen, na hivyo ndivyo mimba huanza. Lakini babes, hii haiezi happen kwa kusuck mjulos. Ata ukimeza ukilmba mjulos, huko risk ya kupata ball. "
,,"Lakini, kupatia morio bj si 100% safe, bado unaeza pata STIs kama herpes, gonorrhoea, syphilis na pia HIV. Kupractice safe oral sex, ninasuggest utumie CD (condom) during oral sex kureduce risk of transmission."
,,
Contraception,,Contraception inaezaaffect my fertility?
,,"Whew, I get why unaneed kuask hii question, babes ❤️ Using contraception is a big deal na unataka kuwa sure that unamake the right decision for yourself.

Your best move ni kuenda to a clinic or pharmacy, uchat na health professional and they'll be able to answer any ❓❓❓ you have. But wacha niclear this up real quick: jibu ni nope!🙅🏽‍♀️
Contraception doesn't lead to long-term infertility. Inahelp kuprevent pregnancy during the time unachoose kuitumia."
,,"Methods kama IUD or implants zinaeza kuwa used for up to 5 years! Noma aje?😜
Hio time ikipass na zitolewe, hormones zako zita jibalance out tena and you'll be more fertile again. No worry necessary! (But babes, please remember to ALWAYS use a condom, juu hormonal contraceptives don't protect you from STIs.)"
,,
Contraception,,Naezaget contraception wapi?
,,"Ona vile unamake moves bigi!❤️Purrr! Ni fiti that unataka kudo more to feel good, healthy and in control when having sex. Kitu amazing ni that there are so many options for us! Each of the different ones ziko na pros and cons na inaeza take some time for you to find the one that's right for you.

You know what's coming next? Yup! Speak to a health professional, boo. They can chat to you about your options.📞"
,,"Kitu nalombotov ni ati kuna so many different places unaezaget your contraceptives! Pharmacies, your doctor, health clinics, Maries Stopes - you name it!"
,,"Ni hayo tu, mrembo. Alafu, ushajua chenye nitasema... tafadhaaaliii, bonga na health professional aku-advice on which contraception can work best for u. Waulize maswali! Imagine, hawatakuuma. Na hata kama unatumia contraceptives, be super safe na uendelee kutumia CD (condom) kila time 💪"
,,
Contraception,,Natural methods za contraception ni kama?
,,"Nalove hii Q! Ni poa kujua what options are available to us when we're thinking about having sex 🌺 When people plan their sexual activity kuavoid their ovulation period, iyo huitwa the natural method. Juu hutumii any sort of condoms or hormonal contraception to avoid pregnancy."
,,"Form ya contraception yenye utachoose kuuse ALWAYS ni your choice! 

But you know I have to give you the facts. 
Natural methods hazikuangi as effective as contraception. The body isn't perfect, it doesn't always work the same, so you could still fall pregnant during your non-ovulation days. Sperm can stay alive and kicking in the uterus for up to 5 days🤯 Plus natural methods hazikuprotect from STIs including HIV😬"
,,
Contraception,,*Risks za kumiss a pill ni?*
,,"Ku-use contraception inaezafeel weird na tricky when you're just getting started. It's why me husema you should get advice from a health professional about it ❤️

Haya, tudive in - ukiwa on a contraceptive pill ni must you take it EVERYDAY AT THE SAME TIME. Which is why many girls hufreak out when they miss one, kuna an increased chance ya kuget ball if they have sex bila condom🤰🏾. Pleeeeease make sure unatumia CD (condom) each time, especially ukimiss pill (for at least 7 days baada ya kumiss one)."
,,"Wacha tudrop some quick info here: kuna types different za hormones in your contraceptive pills... zile ziko na progestin na estrogen zenye unatake over 21 days, then take a break for 7 days. Zile ziko na progestin only ni the most common, juu ni zile unatake every day bila break. Ukiongea na a health professional they'll let you know how to take your pills💊"
,,"Ni hayo tu, mrembo! Alafu, ushajua chenye nitasema... tafadhaaaliii, bonga na health professional aku-advice on which contraception can work best for u. Waulize maswali! Imagine, hawatakuuma. Na hata kama unatumia contraceptives, be super safe na uendelee kutumia CD (condom) kila time 💪"
,,"Ukispeak to a health professional they'll let you know how to take your pills💊 Babes, imagine don't be shy, if you're unsure, wako there to help!"
,,
Contraception,,Side effects ya Pill ni?
,,"Kuna different forms za contraception na ziko mob, na saa zingine zina ma-side effects. Zinaeza kuwa vi-different for watu tofauti, so ili tu figure out ni contraception gani ni poa kwako, ni best kuchat na healthcare worker kudiscuss ma-options 😀"
,,"Kama unaaxperience ma-side effects, usizilenge, kwa sababu inaeza kuwa kuna type ingine iko better for body yako. E.g, ile contraception pill could have side effects kama breast tenderness, spotting, headaches 🤕, nausea ama kutapika🤢, kugain weight na mood swings 😠. Some side effects ya the injection ni abdominal pain, irregular bleeding na vaginal discharge. Si must zitahappen all at once, na magals wanaeza experience hizi lakini kwa forms tofauti-tofauti."
,,"Kila mtu ni vi-different, so ni natural tutaexperience contraception vi-differently. Kama unataka kulearn more, ni better kubonga na nurse ama daktari.  Kama unataka, ninaeza kugive deets za Wazzii-approved clinics unaeza contact for advice?
1. Yas, please
2. Zii, thanks"
,,
Discharge,,Kudecode discharge
,,"Time ya puberty, the vagina🌺hustart kuproduce a small amount of liquids or gelstimes different za cycle yako. Hio ni normal kabisa na inaitwa 🌺vaginal discharge💦.  Kuna types different za discharge kama ile white or clear gel yenye hutoka as njia ya vagina 🌺 yako kujiclean. Clever, right?! 🤓 (Ndio maana huneed kuwash vulva yako na soap, it self-cleans!)"""
,,"Wakati unaovulate ama ukoturned on, vagina yako huproduce a different kind of slippery and clear discharge. Ni normal for the amounts kuwa different kulingana na penya cycle yako iko na what’s normal kwako. Most 🌺vaginal discharge 💦huwa healthy but kuna zile si healthy."
,,"So unafaa kustart kuworry when? Ikiwa foamy, itchy, yellow, or yellow-green in color, ama iko na smell very strong, iinaeza kua STI or infection ingine. So keep track of any irregular changes kwa discharge yako. ⭐️"
,,
HIV,,Ni possible ukiwa HIV positive na unachukua ARVs kwa miaka long hadi test results zako zirudi negative?
,,"So proud of you for asking this. Uko on the right track. Ni possible kabisa! Ata ukiwa HIV+ test yako inaeza come back as negative, this means viral load yako imekua so low it's undetectable. So ata test haiezi ipick up. Usually, ni juu unatake your ART (Antiretroviral treatment), that's used to keep your viral load as low as possible) and inawork well 💪"
,,"BUT... hio haimean you no longer have HIV. ARVs zinahelp to keep you healthy, yes, but bado hakuna cure for HIV. It isn't reversible. Actually, ukistop kutake ARVs zako, test zako zinaeza come back positive tena"
,,"Test, test, test! At least once a year, okay ❤️ "
,,
HIV,,Kutransfer HIV
,,"HIV ni virus that attacks a person's immune system. HIV huishi kwa bodily fluids ya watu, kama blood, semen and vaginal fluids. Inaeza kuwa transferred  ways vidifferent, kama from birth ama kushare unsterilised needles. The most common way ni sexual activity kama oral, vaginal and anal sex. "
,,"Kuna ways nyingi unaweza kupunguza chances za kupata HIV kama kutumia CD (condom) kila saa ukienda mechi. Pia unaeza tumia PrEP, ni dawa ya kuprevent transmission. Unahitaji kuenda hosi ama health clinic kupata more info on this.  Kama ulienda mechi na mtu ako HIV+ bila kutumia CD ama PrEP,  kunachance of HIV transmission. "
,,"Kama unafeel ulikuwa exposed to HIV, ni vizuri kuenda kwa local clinic yako ufanyiwe test ya HIV. Ni test rahisi sana, it's a tiny finger prick of blood. Kujua hali yako ni noma na responsible, itakusaidia kumake choices poa for your sexual health and wellbeing. Kama unahitaji more info, pigia XXX for free on: 011 523 1000 "
,,
Love,,Haya ni mapenzi?
,,"Wadau wanaweza kusema mambo wakiwa starehe zao, especially wakati wa sex. Hii inaweza kufanya iwe ngori kujua vile mtu anafeel kukuhusu. "
,,"Kawaida, unaeza jua kama mtu anakupenda vile anakutreat. Kama wanakurespect na pia feelings zako, hii inakushow wanakuvalue na wanakujali. 😊"
,,"A healthy relationship means unafeel comfortable na partner wako. Kama hufeel free kukuwa the real you, ama wanakumake ufeel insecure, labda they may not be the right person for you. "
,,
Love,,"Moyo mmoja, wapendwa wawili"
,,"Yes, ni normal kupenda watu wawili at the same time na hii inaeza kuwa confusing 😕. Hizi ma-emotions unafeel zinaeza kuwa ngori kuelewa, so lazima ujaribu kuwa mrespectful na mwaminifu na kila mtu aliyekuwa involved, ata wewe mwenyewe."
,,"Though heart yako inadundia side mbili, think hard about why you like each of them, vile wanakutreat na vile unafeel ukiwa nao. Ukiendelea kudecide, unaeza jaribu kusimama kando ya hiyo situation na kufocus on kukuwa marafiki, ili uone vile itaenda. "
,,"Kuwajuwa kama marafiki itapunguza pressure ya hiyo situation na pia, bado mnaeza have fun pamoja. Once ukoready, unaeza kuwa serious na chenye unataka, more wisely, baada ya kupima options zako vizuri. Even better, bila kuumiza na kudanganya yeyote kati yao. "
,,
Love,,Mapenzi ni real?
,,"Weh, dada... Maswali deep deep sasa 😅. Love ni emotion tunafeel for people who are close to us. Alafu tunaionyesha kwa njia tofauti kama kuwajali, kuwarespect na kuwa loyal na  kind kwao"
,,"Upendo kati ya wadau wawili inaeza happen kwa njia vidifferent. Sometimes inaanza kama crush. Saa zingine inakuwa friendship. Upendo haihappen 'ghafla bin vu' 😜😅, inachukua time mama, patience na kuelewana. 💕Kufeel love for someone ni kitu warembo wengi hupitia. Na imagine, ni normal. 😀"
,,Ata labda ushaikufia mtu uliyem-admire na kuvibe naye. Sometimes tunaeza confuse love for infatuation (kuwa obssessed kimpango). Infatuation ni feeling mfupi ya excitement kulingana na physical attraction. But love happens in its own time - so jaribu kujipeleka mosmos na usiioverthink. 🤗
,,
Love,,Ananipenda?
,,"Hakuna marking scheme ya kujua kama mtu anakupenda. Kila mtu ni different; wengine ni washy na wengine ni perepere mob na feelings zao. Hii humanisha wadau hubehave na kubongae in different ways. Weh.. kumbe crushi na mapenzi si rahisi? 😉 Generally unaeza jua vibe from the things they do. Kwa mfano, wanakufurahisha ukihuzunika ama wankusaidia ukiwa situation tricky. "
,,"High chance, wanataka kuspend time with you. Labda atakuinvite kuhang out weekenda na yeye or they'll always want to walk with you to and from school. Kama unanotice anatafuta sababu ya kuchill na wewe, then kunapossibility anakumind."
,,"Lakini pull up madam, hizi zote zinaeza manisha anakuona kama rafiki tu... The best way kufind out kama anakulike... ni kumwuliza! Najua inaseem scary, lakini kama unammind... si ni vipoa kumwambia? 😄

Kumbuka, just because mtu anakushow anakulike na anakufanyia vitu nzuri nzuri, haimanishi umpende pia. Ni important kuenda pace yako na kumjibu ukiwa comfortable. Wewe unadecide if and when ukoready 😊"
,,
Masturbation,,Huko sure kuhusu masturbation
,,"Thinking about sex ineza kulead kuexplore mwili wako kwa ways mpya. Saa zingine, hii hulead to masturbation. 📖Masturbation ni kujishika or stroking oneself, kwaida kwa genitals, for sexual pleasure.
Masturbation si kitu ya kukupea shame. Ni normal kukuwa na body curiosities."
,,"Wasee wengine wanaeza feel guilty kwa kujishika, coz wanadhani ni wrong. Wengine wanaogopa kwa sababu waliskia eti masturbation itakupatia ugonjwa ama utakuwa kipofu. Hii inaeza kuwa confusing sana! Acha tu nikuambia hii, masturbation haina physical or mental harm. Ni way poa ku-understand mwili wako. 🤗"
,,"Chenye inamatter ni vile unafeel ukiifanya and that you have privacy and safety kuexplore mwili wako vile unataka. However you feel about it, kitu important ni unafeel comfortable. mwili wako = right yako."
,,
Periods,,"Niko na clots mob kwa periods zangu, ni normal?"
,,"Gurrl I get that ❤️ So many of us were raised kufeel dhidhi about period zetu. A lot of people find it embarrassing and something to hide. But we're the generation that's done with that shame, right? 😉"
,,"Let's get some period pride in here! 🩸 Kuna countries ata zinakuanga na parades na celebrations mzima for periods! Becasue our periods are noooormal, they're another part of life. The more you talk about them, the easier it gets."
,,"No need kufeel shy about them, but remember - it's your choice! You don't have to share about anything you wanna keep to yourself.  Your body = your rules."
,,
Periods,,Wasichana wakinyesha ni wachafu ama aje?
,,"I bet ushajua answer yangu ya hii Q, ... Nope, nada, hapana, ZIIIII! 
Mresh, periods ni natural, normal na just a part of life. Your menstrual flow is just a mix of blood and tissue from your uetrus, it actually flows out to freshen you up on the inside! Yani, self cleaning✨"
,,"So chukua break ndogo, mama. Uko sawa! Tuongee kuhusu kunyesha ama zii?"
,,
Periods,,Period yangu inakuanga heavy then sometimes light - ni normal?
,,"Bby girl, watu ni vidifferent SANA! That means none of us will have the same period, ata throughout life yako inaezachange❣️ Kitu poa for you kujua is what 'normal' is - track your symptoms and flow in an app like OKY and it'll be a huge help. Ni poa kutrack symptoms in your period cycle ndio uweze kuunderstand your body better 💪"
,,"A heavy flow hua when uko na more than 16 soaked pads or tampons during one period. A light one inaeza kua as little as a handful of products needed over one or two days. So normal inaeza vary, sawa? Sometimes period yako inakua affected by stress, pregnancy, illness, your age, or even your contraception."
,,"Like I always say, jiamini! So kama unafeel like period yako inachange too much or maybe unafeel like something's wrong, PLEASE go to a clinic or speak to a health professional about it? ❤️ You've got this!"
,,
Periods,,Mtu anaeza jua ninanyesha?
,,"Oooohh, warembo wengi huask hii question and I get exactly why... Wengi wetu tumeambiwa that periods ni unclean, so inaeza make tukue V nervous about if other people can tell if it's happening or not... 🩸

Quick answer: NOPE!"""
,,"Long answer? No one, unless umewashow or maybe wanajua how your cycle works (think of maybe your siblings or maybe people you live with), hawaezi jua for sure kama uko on your period 💪Okay, maybe beste wako ambao hujua unacrave chocolate ukinyesha 😂 But wadau wengin? They can't sniff you out, hawaezi kujua wakikuangalia tu - no matter what anyone says, mmkay?"
,,"One ka-piece kadogo ya advice from me, as usual, kama ukocomfy enough - tell someone close to you about your cycle. Especially kama u have someone to talk to who also menstruates and can share stori yao na wewe. It always helps to have someone in your corner ❤️"
,,
Periods,,Bado sijanyesha. Help!!
,,"Sometimes, kumiss period period yako haimanishi unaball. Labda inamanisha una- experience an irregular period, hii ni kawaida during puberty. Pia, period yako hueza kuwa-considered irregular kama inacome more than once in 21 days; kama ni longer than 8 days or comes earlier than usual."
,,"Kumiss period inaeza kuwa sign ya stress, ku-exercise sana, extreme dieting. Lakini, kama ulienda mechi bila protection (contraceptives or a condom) it can also be sign ya ball."
,,"The only way kujua kama ukonaball, ni kuchukua test. Unaezaenda kwa daktari or clinic kuchukuwa pregnancy test or get a home test at a pharmacy 🏥. Kama bado hufeel sure, ongea na an adult you trust."
,,
Periods,,Period pains
,,"Menstrual pains hueza kumake it difficult for us kumove around na kufanya vitu simple kejani na shuleni 😣. Lakini usistress, kuna mambo ma1-2, unaeza fanya kupunguza hiyo uchungu. Light exercise zinaeza saidia kupunguza uchungu. Ata unaeza eka chupa ya maji moto against the lower part of your tummy, to kupunguza ile pain."
,,"Lakini kama uchungu inaendelea, unaeza kuongea na nurse, daktari ama pharmacist about the best painkillers you can use."
,,"Kama hizi options zote hazikusaidii, then I’d really advise you to kuenda check up kwa daktari. Sometimes menstrual pain huwa signs of an issue that needs medical attention. Niko sure uko fiti lakini just get checked to be on the safe side 🤗"
,,
Porn,,Niko addicted to porn?
,,"Ni natural kukuwa curious about sex na body yako. For vijana wengi, porn inaeza kuwa way ya kusatisfy curiosity yao. Wewe ni mbrave for speaking up na kuuliza usaidizi, there is nothing to be ashamed of! 🤗Lakini, kama unawatch porn nyingi, inaeza kuwa very harmful. "
,,"Ni important ku-understand that porn si real sex, so inaeza set up the wrong expectations about vile sexual relationships zinfaa kukaa. 
Hii inaeza affect relationships zako na kuhold you back from having a healthy sex life in the future. "
,,"Porn inaeza kuwa addictive sana, especially kama hukosure vile kuhandle  feelings ambazo hucome na kuiwatch. Ongea na mtu unaye trust. Inaeza kuwa beste, mzazi ama auntie. Ata unaeza type Help kwa hii chat, tutakuconnect na a confidential helpline (helpine ya siri). "
,,
Relationships,,"Nagombana na bae wangu, sasa tudo?"
,,"Relationships si mahearts na romance kila wakati, conflicts na kugombana zitahappen, na hiyo ni normal. Lakini, kutambua kwamba reactions zako kwa hiyo moment ni extreme na unahitaji usaidizi ni step poa ya kwanza. Ni important kuaccept emotions zetu ili tusilaumu wengine kwa vile tunafeel."
,,"Kwanza, unahitaji kutafuta main source ya hasira yako. Kuna kitu bae wako anasema ama kufanya ndiyo inawasha hasira yako? Find a friend or family member unamtrust kukusaidia kugundua source ya hizo emotions na mpate suluhisho. 🤗"
,,"Kuongea na mtu itakuguide through the process of learning sababu yako ya kudeal na hizo emotions hivyo. They can help you create a safe space kuexpress emotions zako better, for yourself na bae wako."
,,
Relationships,,Are they the one?
,,"Hizo feelings za butterflies 🦋kwa tumbo na ma-emotions ukibonga na crush wako zinaeza feel mob sana but, imagine. ni normal sana. Ni vipoa na important kuelewa vile unafeel, especially na hizi hormones mob zinakusurround. Hormones ni natural chemicals mwilinin na zitakuja vifast na vifurious ukifika puberty. Hii inaeza kuaffect vile unafeel about crush wako, na inaeza kuwasha thoughts mpya about bodies or sex."
,,"Hizi feelings new zinaeza kuwa exciting ama confusing! Inaeza sound viweird, but hiiii yote ni normal na part of kukua 😄. 

Ni sawa kama unataka kutest kama crush wako anakumind pia. Some of the best relationships zilianza kama urafiki. So kujuana kama marafiki kwanza, ni start poa. Jaribu kujua chenye anapenda. Labda unahobby ama passion same? 🎥⚽🎨Hii ni njia fiti ya kujuana. "
,,"Kuapproach crush wako in a low pressure way, pia hukusaidia kuona kama kweli unadai kuwa kwa relationship naye. Kama unaona wao si type wako ama hawakulike back, kumbuka hakuna shida na wewe. Kila mtu ana mtu wake 💖"
,,
Relationships,,"Anakatiwa na kila dem, nifanye?"
,,"Communication ni key kwa kila relationship 🤗. Ongea naye. Mwambie vile unafeel kuhusu hao madem wengine lakini pia, utahitaji kuskia chenye atasema. Mwambie vile inakumake ufeel hako serious na relationship yenu. "
,,"Ni important kufeel valued na kuheshimiwa na bae wako. Pia ni important kucommunicate boundaries zako vizuri. Kama mwenye unamdate hakuheshimu, hii inaeza kuwa sign that they're not right for you."
,,"Kama bado unafeel uncertain, kubonga na mwenye unamtrust husaidia. Inaeza kuwa mwalimu, dada ama anyone kwa community yako unamtrust but weh kumbuka, ni vipoa kutrust gut yako. "
,,
Relationships,,Bae wa maneno matamu
,,"I'm sorry that this must be hard for you. You need to let him know how you feel about it. If he knows that this is hurtful to you and he continues to do it, you'll have your answer 🛑. If he cares about you he will want to respect your feelings."
,,"Heshimu ni vi-important kati ya watu wawili wakiwa kwa relationship, na bae wako anafaa kutaka kukumake ufeel special na valued 🙏. Kuwaambia madem wengine 'anawapenda' si sign ya heshima. Kama situation haitapunguka, jiulize kama unataka kuwa na huu mtu. "
,,"Kama bado unafeel uncertain, kubonga na mwenye unamtrust husaidia. Inaeza kuwa mwalimu, dada ama anyone kwa community yako unamtrust. Watakuguide vile unafaa kudeal with it. "
,,
Relationships,,Nataka too much from bae wangu?
,,"Communication kwa relationships inaeza kuwa complicated, trust me, nimeiskia sana! 😆Watu wawili wacome pamoja, wanaeza kuwa na mahitaji tofauti na communication styles vidfferent, na sometimes hazitapatana. In this case, inaeza kuwa important kwako kufeel connected na partner wako mkiwa apart, lakini yeye anahitaji more personal space."
,,"Usiwe hard on yourself. Imagine, feelings zako humatter🫂. Jaribu kureflect on sababu yako ya kumessage babe wako mara mob mkiwa mbali. Kuna sababu ya tabia yako? Jaribu kuongea na mpenziwe kuhusu vile unafeel na ata wewe uskize chenye atakuambia kuhusu chenye anafeel. Ni opportunity poa ya kujuana mahitaji zenu na vile mna communicate! "
