test_text,retrieval_id,cos_sim,cos_distance,kmeans_label,openai_label
Ile damu ya brown yenye inatoka before period inamean nn,190,0.5744669,0.42553312,1,1
"Okay,soo nilikuwa na many discharge just the normal colour no fishy smell,na ilikuwa inanistress so I decided kuexplain it kwa chemist na nikapewa metranidazole nikaambiwa inaeza kuwa bacterial vaginosis, after a few days ikareduce but sai bado I experience discharge lakini si mingi sana,what might be the problem",82,0.7029338,0.2970662,1,1
Naweza pata job aj,137,0.6379244,0.36207563,1,0
Nkona mbaba Na boyfriend and I'm afraid my boyfriend might know about him and I love the boyfriend so much,225,0.52028054,0.47971946,1,1
Ntajua aje boy ananipenda,237,0.66449064,0.33550936,1,1
Kama ulkua na sti na ukatibiwa thou the signs did show off ndio ujue ulkua nayo utajuaje umepona,65,0.59840876,0.40159124,1,1
Kwanini my 3yr old friend ananiignore after meeting for the first time ana ni juu nilikataa kumsho penye na stay na I have grown so fond of him I just feel like am not enough,257,0.60324526,0.39675474,1,0
Is it good to stay in a relationship where you ain't comfortable,131,0.48848167,0.51151836,1,0
Okay,232,0.3286477,0.67135227,0,1
self,45,0.2621661,0.73783386,0,1
Can I get pregnant if I have sex after my periods,341,0.36747122,0.6325288,0,0
What can I do to reduce my tummy even though I am breastfeeding my son,294,0.20835276,0.79164726,0,0
What's post-nut clarity,286,0.35482737,0.6451726,0,1
Can one know that she's pregnant without testing and no signs seen,277,0.49775347,0.5022465,1,0
issue,47,0.37174484,0.6282551,0,1
2024-01-03T07:17:01.524336Z,137,0.277365,0.72263503,0,0
Mnadeal na mental health ama ni sexual health pekee?,221,0.68602777,0.31397223,1,0
How to deal with suicidal thoughts.,38,0.299157,0.700843,0,0
I have a boyfriend but l feel like am into this gal ldk what to do should l be with the gal ama nikae tu na bf wangu,263,0.44057712,0.55942285,0,1
Sex before marriage ni advisable,341,0.5845615,0.41543847,1,0
What couldbbe  a cream smelly discharge in vagina be,42,0.54978687,0.45021313,1,0
What can i do nipate normal ovulations as i used to be en niache kunyesha spots,66,0.5540553,0.44594473,1,0
Nikona jadelle naeza pata ball?,315,0.81706655,0.18293345,1,1
I'm asking mbona niko na itching sensation,42,0.51282287,0.48717713,1,0
Prevention measures za ball,335,0.5045782,0.49542183,1,1
To learn more about my body,324,0.38778794,0.61221206,0,1
Nilishawahi kosana na dem wangu .....sababu kuwa sim yangu ilichukuliwa na beshte ya then akapiga na kupata phone iko busy coz beshte yangu alikuwa anaongea na dem wake ...so akakasirika nikajaribu explain to her lakini hakunisikia ....akasema tuwachane ....after 3 days akanitext whatsapp akaniambia pesa zote ambayo nilimpa ataniregeshea ....mmi nikamwambia sitaki...lakini aka insist....then kesho yake akanishow atanitumia picha ya crush wake....mimi nikamwambia haina haja .....but after 4 days hivi aka show kuwa amenisamehe ....but from that day anytime nikimuuliza swali ananiambia kuwa ataniwacha hata ananikatia sim sukuhizi so sijuii kama mtanisadia vpy hapa,252,0.6505632,0.34943682,1,1
how to watching porn and masturbating,126,0.54992074,0.45007926,1,1
"So basically I have been talking to this guy since April and for the last couple of months I have been quite busy with school and I have very limited time to go see him, and he knows that since I’m focused on finishing. He says his a bad texture and proves that time and time again but last weekend we were texting and I asked him what he was doing for the day and when I replied, telling him to have a good day, he didn’t text me back. So yesterday he text me saying that he misses me, what should I do",69,0.27284056,0.72715944,0,0
Nilikuwa naomba beb mmoja,48,0.70326877,0.29673123,1,1
Nko na shida kwa relationship yangu,251,0.7530253,0.2469747,1,0
How do someone knows she is safe during her periods,8,0.584653,0.41534698,1,1
Am asking did I made the right decision to delete the number juu nimeona I was doing a lot and forcing things on my end,185,0.24477585,0.75522417,0,0
"Hope you won't mind,ni about sex",336,0.6210603,0.3789397,1,1
2024-01-16T19:08:01.382995Z,137,0.26700065,0.7329993,0,0
What's wazii all about?,77,0.42676032,0.5732397,0,0
2024-03-03T06:18:01.181419Z,137,0.27437094,0.7256291,0,0
How do I ask for sex from my partner,186,0.48312676,0.51687324,1,1
I wish to get p2 service,137,0.23916471,0.7608353,0,0
how to i control urge to have sex,78,0.6207383,0.37926167,1,0
Ukikatia dem akujibu no then akupee nul yke ataingia box ama,151,0.6021725,0.3978275,1,0
If someone was a teenage mum and would like to talk to other girls about it how do they do that,4,0.37119523,0.6288048,0,0
2023-09-14T18:59:01.237280Z,137,0.2629261,0.7370739,0,0
Nime mbao na nawashwa na 🍆penis radaa inaweza kuwa gani,136,0.6807471,0.3192529,1,1
How can I stop mustabation,78,0.3663741,0.63362586,0,1
I kissed a stranger and we almost had sex but since hajani pigia,329,0.48599666,0.51400334,1,1
unawez kujua aje dem anakucheza,151,0.6456863,0.35431367,1,0
👆👆👆,210,0.48870388,0.51129615,1,1
What does watery vaginal discharge mean?,120,0.56761426,0.43238574,1,0
Vile naeza rushia mdem mistari adi afurahie,137,0.55195886,0.44804114,1,1
Yup!,203,0.2900519,0.70994806,0,0
Is traumatic to a girl when having sexual activity for the first time?,309,0.6130824,0.3869176,1,0
Femiplan pills,26,0.50709224,0.49290776,1,1
3,232,0.25455728,0.74544275,0,1
My girl had her periods back after a week? Should we be worried,200,0.4291762,0.5708238,0,0
Effect za family planning,226,0.67253894,0.32746106,1,1
2023-12-02T19:46:01.346468Z,137,0.2650045,0.7349955,0,0
Does pills after our girls,124,0.58638793,0.41361207,1,0
Unaeza jua aje dem hakupendi,151,0.70844835,0.29155165,1,0
Is relationship phobia a thing?,131,0.37960193,0.62039804,0,1
Si good night wazzii team,337,0.39045507,0.60954493,0,0
Mtu anaeza pata ball kama alitumia cd,137,0.62407976,0.37592024,1,1
Niko na boy na huwa anaongea na ex wake sijui nifanye nini,237,0.73668987,0.26331013,1,1
Nmetype already,224,0.3550881,0.6449119,0,0
2023-11-26T20:44:01.240201Z,137,0.2668843,0.7331157,0,0
2024-01-18T15:19:01.269888Z,137,0.2588026,0.7411974,0,0
Nikimeza hizo pills na apple juice Bado it work?,114,0.4868592,0.5131408,1,1
"Open sidebar
Construction Industry Innovations

Default (GPT-3.5)

User
New innovations in construction industry

ChatGPT
As of my last knowledge update in September 2021, there were several innovative trends and technologies in the construction industry. However, keep in mind that new developments may have emerged since then. Here are some innovations that were gaining traction:

3D Printing: 3D printing was being used to create complex building components, speeding up construction and reducing waste.

Prefabrication and Modular Construction: Prefabricated and modular construction techniques were becoming more popular for their efficiency and sustainability.

Green Building Materials: The industry was increasingly adopting eco-friendly materials such as recycled materials, bamboo, and engineered wood.

Smart Buildings: The integration of Internet of Things (IoT) devices and sensors for improved energy efficiency, security, and maintenance in buildings.

Augmented Reality (AR) and Virtual Reality (VR): AR and VR were used for design visualization, worker training, and safety planning.

Drones: Drones were being used for site surveying, progress monitoring, and inspections, improving safety and accuracy.

Artificial Intelligence (AI): AI was being used for proj",276,0.14687665,0.85312337,0,0
When my period have delay to come..what does it mean..,150,0.5317258,0.46827418,1,0
Harm,143,0.36741897,0.632581,0,0
Yup!,203,0.2900519,0.70994806,0,1
its about a girl we have just been dating for a while like 8months from now she had just broke up from a relationship for about 2 yrs ... while dating tried to get a kid it didn't go through the first time the second one we tried again and she ended up abortion....  ' the girl is a nassisist ' i dicuded to break up with her is it right??,263,0.40851456,0.59148544,0,1
Pills kam viagra inakuwanga na shida kwa msee,110,0.5925023,0.4074977,1,1
How do I deal na anxiety cause I want to approach a girl nalike but sina hiyo confidence,148,0.3590043,0.64099574,0,0
Can I be pregnant even after taking p2,226,0.5617847,0.43821532,1,1
Sexual activities zingine ni kama gani,327,0.7401878,0.25981218,1,0
👆,210,0.48870382,0.51129615,1,1
self,45,0.2621661,0.73783386,0,1
Naeza pata pahali pa kutoa mimba safe,137,0.69716775,0.30283225,1,0
"I have this problem., I have dated this guy for 8months now,and we recently broke up,it really hurts me but i'm trying to get back on my feet., Reason for breakup is he is a very staunch protestant and i am a very staunch catholic...he wants to be a pastor,and i find it hard to get out of catholic to support him..apparently everything has gone south and he has decided to leave me...i really really love him,i don't know if theres a solution to this ama niachane tu na yeye aende zake",191,0.3696377,0.6303623,0,1
by,224,0.23938023,0.76061976,0,0
issue,47,0.3717449,0.6282551,0,1
Sex better two females,330,0.5348692,0.4651308,1,0
Airballs ni nini,331,0.5082744,0.49172562,1,0
"So i wanted to ask....If a woman who has a child out of wedlock gets married to another man,and after some few years she bores him a child.Will the man still love her child the same way after getting his own child or his love will shift to his biological child❓",263,0.31742632,0.6825737,0,1
"my q is, is it possible 4 someobe to gt pregnant if someone is using family planning",226,0.58857185,0.41142815,1,0
Msee akiwa kwa long distance relationships anaeza Fanya aje hio relationship isiwe boring,30,0.7396911,0.26030892,1,0
2023-12-02T09:42:02.287805Z,137,0.2834552,0.7165448,0,0
2023-12-02T12:10:01.408005Z,137,0.26759985,0.7324002,0,0
What are the best way to prevent Pregnancy when you are not yet ready to settle,73,0.6852884,0.31471157,1,1
Nataka job,9,0.5055526,0.4944474,1,0
Is there a problem being a virgin at 22yrs,45,0.45729995,0.54270005,0,0
So what type of medication can make your periods come late,226,0.45080924,0.54919076,0,0
I'm using ile implant ya jadelle but sinyeshi and I have a serious stomach ache nifanye aje?,32,0.49508363,0.50491637,1,0
Me hutoa harufu mbaya during sex shida inaeza kua gani,152,0.7269484,0.27305162,1,0
"Nikona Dem wangu nimemdate 9 months till now though hatujawai fanya..juu anasema hayuko ready kuhave sex na Mimi Hadi aolewe ndo atahave sex,, should I move on ama niendelee na yeye?",159,0.6710999,0.3289001,1,0
I want to chat with the advisor,258,0.33682063,0.6631794,0,0
Why does my breast only grow one side,194,0.23245996,0.76754004,0,0
Tutazungumza baadae,178,0.6595587,0.3404413,1,1
Is it normal for you to bleed after being fingered??🤔,200,0.51630735,0.48369265,1,0
Kuna tips mtu anaeza get to conceive a baby boy,239,0.6218058,0.3781942,1,1
Naeza join the podcast..or rather be a guest on your podcast..I've got alot to share,232,0.35745862,0.6425414,0,1
Yup!,203,0.2900519,0.70994806,0,0
Want to know more about Viagra pills,26,0.5107738,0.48922622,1,1
Consent and sexual intercourse what can you tell me about this,275,0.49066025,0.50933975,1,1
Why is my vagina having wounds and itching?,120,0.47215185,0.5278481,1,1
2023-09-11T22:38:01.588813Z,137,0.2811454,0.7188546,0,0
Dem ananiforce nihave sex na ye,336,0.6265639,0.3734361,1,0
Okay kuna msee amekuwa akituma watu wanitusi na naogopa aniue in the future how would you advise me,154,0.6082544,0.39174563,1,1
What should I do or how should I handle irregular periods for 7 months now,150,0.5310667,0.46893328,1,1
"Nilihave sex 6 days ago before my period date na sai period yanguu imechelewa, what can be the problem?",341,0.6153479,0.38465208,1,0
How do i reduce my tummy,294,0.22432208,0.7756779,0,0
Nlikuwa nataka kujua kama femi plan ikona effects mbaya na kama inaweza fanya mtu awe infertile,110,0.71214485,0.28785515,1,1
2024-08-28T19:21:01.362952Z,137,0.2760542,0.7239458,0,0
"I have been single for one and a half years,, can you give me a mate?😁😂😂💔",141,0.37498322,0.6250168,0,1
During sex is it normal for a Lady to wet and wat if she doesn't wet are their  consequence,120,0.5555595,0.44444048,1,0
"I have a boyfriend,,what should I do to be safe,like should I put family planning,though I'am young like 19years old",73,0.6195617,0.38043833,1,0
2024-03-01T07:32:01.540120Z,137,0.26933184,0.7306682,0,0
Can you get pregnant with penetration,57,0.54408324,0.45591676,1,1
I have a boyfriend here in Kenya and I also have another one in America. He’s coming to visit me soon for the first time and I have been in contact with this other one here in Kenya. Will he know that I have been cheating?😭niko worried please help.. but he knows am not a virgin,277,0.468632,0.531368,1,0
2023-12-03T19:15:01.999106Z,137,0.25196588,0.7480341,0,0
2024-10-03T12:55:01.214013Z,137,0.26062202,0.739378,0,0
How to know if someone is actually interested in you or he is actually trying to lay you off easy,300,0.38459828,0.61540174,0,1
2023-12-08T18:27:01.187481Z,137,0.2772669,0.72273314,0,0
2024-05-12T21:08:01.482589Z,137,0.26861113,0.73138887,0,1
Is for a friend,109,0.19083449,0.8091655,0,1
Yah,270,0.24177112,0.7582289,0,1
How much does a p2 pill cost,114,0.32099968,0.6790003,0,1
So I have been having painful breasts after getting a 3year implant,223,0.41766882,0.5823312,0,0
Sawa thanks,171,0.3434938,0.6565062,0,1
kunashida ninayo master,70,0.483276,0.516724,1,0
Dry,288,0.5018378,0.4981622,1,1
"1. As a comrade, how do I keep focused?, 2. How do I make my long distance relationship work?, 3. I have been addicted to some things and behaviours. Help me",30,0.43235373,0.56764627,0,0
My baby daddy left me pregnant what should I do,179,0.4354669,0.5645331,0,1
"Let's say at start u saw like u had something with a lady , When asking for a hand in dating she says give me some years , Then with no time usikie anadate but anakushow usimwache but u give her some years",141,0.5370995,0.46290052,1,0
Never mind,336,0.26499546,0.73500454,0,0
How does one avoid rubbing the genitals n feeling pleasure when watching something smashingly romantic?,183,0.52890176,0.47109824,1,0
how would I stop being a people pleaser,37,0.21754475,0.78245527,0,1
How do I get over someone that I was obsessed and had a huge crash on,191,0.3500043,0.6499957,0,0
I'd like to know my body type because I'm so insecure with my stomach I can even wear a dinner dress,260,0.3053485,0.6946515,0,0
Ni family planning gani poa kutumia,173,0.75253713,0.24746287,1,1
"In a 31 day cycle,ukianza kunyesha 20th November,fertile period itakia when",132,0.5992551,0.40074492,1,0
I have a guy in TZ I'm in Kenya..is it right if I wait for him to come back,24,0.4608115,0.5391885,1,0
Name for  me things that I should consider red flags in my gf,131,0.34317037,0.6568296,0,0
Nahisi kama nachomeka nje ya vagina yangu na hakuna any discharge. Inaweza kuwa ni STI?,82,0.70186204,0.29813796,1,1
What’s consent?,182,0.4035726,0.59642744,0,0
I've finished menstrating few days ago and I'm 7days to ovulation but nafeel one side of my ovaries inauma....what could be various sickness with that symptom,150,0.5484055,0.45159447,1,0
I need to stop masturbating please help,143,0.49870443,0.50129557,1,0
2024-08-30T06:27:01.160838Z,137,0.27397597,0.72602403,0,0
How long does it take to get pregnant after getting rid of family planning?,226,0.46086732,0.5391327,1,1
I want to ask about vaginismus... What is it and what causes it,175,0.50917745,0.49082255,1,1
"How to detach from someone you can't date ,but you got feelings for",191,0.40193608,0.59806395,0,0
by,224,0.23938024,0.76061976,0,1
Why is it that I want sex but when the guy is with me I don't want 🤔,111,0.4320408,0.5679592,0,0
Recently I feel like i need to have sex but I don't have a girlfriend and it reach a time that I even wanted to have sex myself (to masturbate) or with commercial sex workers but I fear I may get disease... sometimes I don't feel like it's me an I need a solutio for this,111,0.531072,0.46892798,1,1
How do I prevent myself from being easily aroused,78,0.45223194,0.54776806,0,0
Is it OK for a girl under 18 to use the pills,114,0.47941422,0.5205858,1,0
Kwa married humanisha,54,0.50970376,0.49029624,1,1
Okay if I may ask during the sex how can we prevent the condom not to break 🥺,217,0.61824584,0.38175416,1,1
Is pull out an essential method,149,0.30932307,0.6906769,0,1
What should I do if I feel like the guy I'm in a relationship with is not feeling me anymore,300,0.33499843,0.6650016,0,0
3,232,0.25455728,0.74544275,0,1
2023-12-03T13:44:01.203685Z,137,0.27240607,0.7275939,0,0
2024-08-25T19:50:01.314693Z,137,0.27547568,0.7245243,0,0
2023-10-26T18:10:01.943812Z,137,0.26281208,0.7371879,0,0
Kuna vile mtu anaweza kua screened for STIs.,113,0.71053964,0.28946036,1,0
Nauliza kama castor seed  inaeza fanya kazi kama contraceptive  for 8 months,46,0.7334953,0.2665047,1,0
Nikona swali kubwa,151,0.6871986,0.31280142,1,1
how to be in a firm relationship,69,0.40471998,0.59528005,0,0
Which is the best contraceptive for a 22 year old?,124,0.6604806,0.33951938,1,0
👉,210,0.48870382,0.51129615,1,1
Masterbation iko na side effects?,143,0.606247,0.393753,1,0
Unajua aje Chali anakupenda,137,0.6430059,0.3569941,1,0
Nadai mboka,137,0.50450003,0.49549997,1,0
How can I get a sugar mummy cause I really wanna try it so bad,35,0.30185,0.69815004,0,0
"I got married very young,natharauliwa like now Sina ata maji ya kunywa kwa hao juu Sina doh na bwana hataki kununua,am submissive...naogopa wazazi wajue kinachohappen ..am also a student sijui nijitoe au viipi",271,0.6493712,0.3506288,1,1
Mko wpi🤣,84,0.47839615,0.5216038,1,0
Am dating a broke nigga and l love him so much but now we struggle financially because am the one who does alot what can l do,271,0.29689452,0.70310545,0,0
Does musturbation prevent a girl from enjoying sex act,143,0.47679704,0.52320296,1,0
How do girls get wet,288,0.51954776,0.48045224,1,1
How can a person who sleep with a person with HIV ca be helped,164,0.5577456,0.44225442,1,0
Inaitwa aje,171,0.67554116,0.32445884,1,0
Is masturbating healthy and good?,143,0.4956622,0.5043378,1,0
Sina swali,337,0.5550002,0.4449998,1,0
Wazzii I had sex today and we used a condom are there chances ya kupata ball,93,0.679789,0.320211,1,1
I've had sex with this guy and he didn't ejaculate.,277,0.43683562,0.56316435,0,0
Nafaa kufanya nn after nimeblockiwa na chali..,237,0.67957836,0.32042164,1,0
P2 inafaa kuchukuliwa when,83,0.46000594,0.53999406,1,0
Is there any proberbility?,121,0.2482934,0.7517066,0,0
"How can i move on if i have forgiven my partner for cheating on me ? Ju saa zingine i feel, Its messing up my sexual life with him and i really do love him",185,0.5118933,0.48810673,1,0
"Nikona dem na hajapata periods,alimaliza kunyesha on 13th na adi sai hajanyesha",190,0.5871463,0.41285372,1,1
Reason why inafanya madem kutoa a smelling discharge after having with their boyfriends,42,0.5751266,0.4248734,1,1
Tosha,151,0.30197546,0.6980245,0,1
My partner wants sex all the time wat Will I do,186,0.54174006,0.45825994,1,0
Yup!,203,0.2900519,0.70994806,0,1
Where can I go to get contraceptive?,160,0.71844894,0.28155106,1,1
Utajua uko aje poor ni bed,138,0.61692405,0.38307595,1,1
How do you deal with toxic relationships and friendship,38,0.39069706,0.60930294,0,0
How do you deal with pity dating,141,0.37806988,0.6219301,0,0
2024-11-02T06:40:01.176071Z,137,0.27337196,0.72662807,0,0
Nko n kashida Fulani apa .like my breast hurt alot  .shida inaweza kua gni,138,0.5954787,0.4045213,1,1
2024-08-30T15:25:01.356067Z,137,0.273231,0.726769,0,0
by,224,0.23938023,0.76061976,0,1
is there any posibbility mtu kupata bol after umehave sex na atumie p2,93,0.61485183,0.38514817,1,1
"I had a boyfriend way back and we broke up in 2020,,,and now in 2023he came back for us to date again I got feelings for him but he at times acts as if he doesn't love me and at times he loves me,,,, our conversation does not seem like we are in love but on the other hand when we meet we always kiss,,,,am feeling like he is avoiding me in a way am confused right now I don't know whether to tell him how I feel about all this thing help me wazii",300,0.3909916,0.60900843,0,1
2023-12-13T15:48:01.391753Z,137,0.27149522,0.7285048,0,0
What causes periods kudelay,150,0.55531853,0.44468147,1,0
Is a 63 days negative hiv test after exposure considered conclusive,134,0.5091356,0.4908644,1,0
How can I learn to stop investing my feelings on others and invest them on me,191,0.42910704,0.57089293,0,0
How' can I stop procrastinating,293,0.3019973,0.6980027,0,1
"Is it okay if I use numbers sometida instead of words? I'm sorry if you prefer words, I just used a number",1,0.21537483,0.7846252,0,1
2024-04-07T07:45:03.383865Z,137,0.27873707,0.72126293,0,0
okay am 21 and am a virgin is too late for me,45,0.5367519,0.46324807,1,1
I did a pregnancy test and it showed  2lines one is dark the other is lighter what does that mean?,292,0.47035286,0.5296471,1,1
Is it okay for my period to come after 20 days,198,0.41557413,0.58442587,0,0
I had sex last week on Sunday it was an unprotected one naweza pata ball because alitoa before amwage ndani,341,0.73852015,0.26147985,1,0
What's can be the reason ya kutonyesha na ukipima akuna mimba?,83,0.61952233,0.38047767,1,1
2023-10-18T12:04:29.891047Z,137,0.25768226,0.74231774,0,0
"Hahaha,really",229,0.21049736,0.7895026,0,0
Is it normal kudate at the age of 22? Niko na parents hata wanikubali nionge na boy yoyote or even to mingle with friends,141,0.55427366,0.44572634,1,1
Symptoms za std,169,0.59358275,0.40641725,1,1
Can I get pregnant when am on my periods chali yangu akinimwagia,3,0.5016722,0.4983278,1,1
How is sex done,183,0.5369601,0.46303988,1,0
"1.How can I make sure I last long in bed as a young man?, 2.Is it healthy to have anal sex?, 3.is murstabation wrong ?, If yes, why?, 4. How can I deal with addiction to murstabation?, 5.What are  The DOs and DONTs during sex for maximum pleasure",52,0.54510236,0.45489764,1,1
2024-04-19T16:48:01.604224Z,137,0.26277605,0.737224,0,0
Is it wrong kunyonga,118,0.46791652,0.5320835,1,0
Can one undergo training so to be one of your member,148,0.16994062,0.8300594,0,0
"Can I sucks my girlfriend pussy, Are there safe days, When is the best time to have a baby girl",234,0.52026886,0.47973114,1,1
What are safe days for sex,330,0.49496645,0.50503355,1,1
Are you guys hiring? Joblessness inaleta depression,155,0.3681538,0.6318462,0,0
I need advice and maybe a job...am a single mum of one nimekam Nairobi kutafuta greener pastures but bado,155,0.44911483,0.5508852,0,0
Bna p2 utumika once a year,206,0.40385503,0.596145,0,1
Okay,232,0.3286477,0.67135227,0,1
2023-11-30T18:40:01.442339Z,137,0.27192155,0.7280785,0,0
My estrogen levels are low ...when Niko intimate na my guy nakuwa dry haraka si mwagi and because of that my guy broke off our engagement yesterday...what can l do ?,66,0.47286716,0.52713287,1,1
How long can sperm stay without being fertilized and should I take emergency pills if my partner cum inside me 5 days before my ovulation,93,0.54020524,0.45979476,1,0
Can I marry slightly distant cousin,295,0.40653393,0.59346604,0,0
"Nimehave sex juzi na Mzee na after two days nafeel itching inside my pussy , what could be the reason",341,0.55623305,0.44376695,1,1
I'm leaving  with a relative who is a step Grandma and her daughter is abusive verbally and physically ...I wanna move out but I'm not financially stable yet I just finished university but sitagraduate ...my confidence is always low I'm not usually trusting myself like before ..what should I do I'm also in a relationship ..my boyfriend loves me but Hana job na he keeps drinking which at times huunidrain cause I rely on him when I'm having bad days,38,0.3273863,0.67261374,0,1
After how long should one engage in sexual intercourse in a new relationship,97,0.5224082,0.4775918,1,0
How should I avoid sex intercourse im an addict,78,0.47564927,0.52435076,1,1
issue,47,0.3717449,0.6282551,0,0
2024-09-30T19:10:01.428091Z,137,0.27858692,0.7214131,0,0
Nauliza kama wase wanaeza nipenda na kunikubali yet I'm evil,240,0.6095252,0.3904748,1,0
Naweza jua nko na ball in 3 weeks time na signs zake ni zipi,340,0.6361037,0.3638963,1,1
1,99,0.3221512,0.6778488,0,0
So I am in a big mess right now ju juzi i got drunk an slept with a friend of mine an we used no protection what is the best advise an ka kuna dawa just tell an its how much,13,0.44861034,0.5513897,0,0
ⁱˢ ⁱᵗ ⁿᵒʳᵐᵃˡ ʰᵃᵛⁱⁿᵍ ᵖᵉʳⁱᵒᵈˢ ᵗʷⁱᶜᵉ ᵖᵉʳ ᵐᵒⁿᵗʰ ?,171,0.3055996,0.6944004,0,0
Madhara ya sindano ya kuzuia mimba,84,0.578392,0.42160797,1,0
Where can i find prep,286,0.32194299,0.678057,0,1
Is it normal for a girl to cry during sex??,76,0.4310845,0.5689155,0,1
"Nadai long distance relationship yangu ikuwe health,what can I do?",24,0.697111,0.302889,1,0
How do I know my safe days,132,0.32201058,0.6779894,0,1
Okay,232,0.3286477,0.67135227,0,0
3,232,0.25455728,0.74544275,0,1
Which are safe days in a lady monthly period to have sex,132,0.50843424,0.49156576,1,0
Naeza tumia products gani kushave armpits pussy n miguu,133,0.53238994,0.46761006,1,0
Is headache a side effect of kutumia p2,32,0.47037855,0.5296215,1,1
2024-05-25T13:50:01.798768Z,137,0.2676117,0.73238826,0,1
Mi ni mtu wa sickle cell anemia na birth control gani ndio nafaa ku tumia,110,0.6492895,0.3507105,1,1
Something New,45,0.3201248,0.6798752,0,0
How can I avoid to have sex until marriage and am horny,73,0.51803356,0.48196644,1,1
What is sex,336,0.4877652,0.5122348,1,0
After my periods I find myself bleeding what's up wazzi,200,0.6024399,0.39756012,1,0
Ok I have a problem with my nipple like haziyuko normal like everyone else zangu zimeingia na ndani what could be the problem,202,0.48467585,0.5153241,1,0
"I'm usually a type of person who distance myself to a peson who likes or lets say love me the moment I feel a connection is getting stronger, this is even though I feel like I like that person too, bt something just pushes me away🥹,,,,what can I do?",191,0.42895138,0.5710486,0,0
I was married tukaachana then one month later nikapatana na msee he was good at first but after first hook up .....he aint the same but yye husema ananipenda,47,0.5566138,0.4433862,1,0
6,232,0.24197084,0.75802916,0,1
Can the emergency pill act as an abortion pill at any point?,26,0.4625297,0.53747034,1,0
How can one stop thinking too much,115,0.31575534,0.68424463,0,0
Can I be a wazzi official for vihiga county,48,0.2670274,0.7329726,0,1
2024-01-30T14:49:01.418893Z,137,0.2659064,0.7340936,0,0
"I have irregular periods,so this time I started and they stopped the same day but bado cramps zilikuwa then nikakaa for like one day halafu ikaanza tena but in a more painful way ,is it normal?",145,0.61462796,0.38537204,1,0
During your period can you get pregnant,198,0.43795153,0.56204844,0,0
2024-03-01T08:36:01.453408Z,137,0.28061065,0.7193893,0,0
Unajuaje mdem amekunoki,151,0.64034635,0.35965365,1,1
Ukitumia implant us 5 years na bado hujazaa... Inaeza fanya ukose kushika mimba after umeitoa?,128,0.64442325,0.35557675,1,0
"Hi , I'm thinking I might be in trouble. For the past one week, since last Friday I noticed a change down there. It was itchy for a while and when I checked myself, I found out a secretion that doesn't at all smell pleasantly. However, when I wash thoroughly just with water, the smell subsides. Today I decided to scoop up the secretion and examine it since its smell is just as unpleasant. I saw that it was a very light shade of brown or Grey-I don't know the exact color. The itch isn't there anymore. What could be the problem? Please help me out",42,0.49061564,0.5093844,1,0
"Am using jadelle na I don't see my periods they come only when am stressed,",150,0.53452784,0.46547216,1,0
Mbona nikipata periods then i go for a short call naskia uchungu nikimalizia then when the periods are over the pain is gone,294,0.676892,0.32310802,1,1
2023-09-14T22:44:01.445314Z,137,0.29403782,0.7059622,0,0
"Hello Wazzii. Please make me understand what I'm about to tell you. So yesterday, Thursday, I did it with my girl raw. Her periods ended  on Monday. I'm aware that a man feels the sperm passing during sex. Truth be told, I never felt my ejaculation. At no point during the act did I pass it to her. She's afraid and wants to know if she's pregnant. Is she really pregnant? Does a man ejaculate even without feeling it? Please help. Thanks",57,0.5429718,0.4570282,1,0
Does social distancing cause poor relationship?,47,0.39136004,0.60863996,0,0
2024-06-03T12:26:01.707940Z,137,0.26452968,0.7354703,0,0
I. Have no problems getting girls but half way through talking to them nakosa energy ya kuendelea na convo this has been happening alot is something wrong with me,1,0.44367686,0.5563232,0,1
Why do I feel itchy all over my body after having sex,200,0.5084749,0.4915251,1,0
Ok mih nmekua nikiget rumors from my friends aty chali yangu anani cheat  namzushia only to find at the end nko wrong wat should I do,185,0.489341,0.510659,1,0
Okay wakati nilijifungua niliekewa family planning hdi sai sijaona period zangu,110,0.76828766,0.23171234,1,0
What do I really need to know about having sex for the first time...like nini huactually happen na what do I need to prepare myself for,12,0.68532544,0.31467456,1,0
Can I get pregnant if I had unprotected sex a day before ovulation?,222,0.5156879,0.48431212,1,0
I was supposed to have my ps 4 days ago but 1 day b4 ninyeshe nikamess sa zimelate na 4 days na zinanipea stress coz sijui kama n ball Niko nayo ama ni kulate juu ya kumess plz help me out😫😫,274,0.49187604,0.508124,1,1
Niko na jamaa na already niko na mtoi 4years home,137,0.586983,0.41301697,1,1
"Growing up, misijazoea kushindwa ama kufail in anything am doing ,so when I experience any failure I tend to cry a lot ,and feel like am worthless , and have let people down ,how can I deal with that",179,0.48017508,0.5198249,1,1
Mbona huwa for example last month I saw my periods date 15 na this month naona there's a change imerudi date 20th why??,18,0.58241683,0.41758317,1,0
MTU akihave sex analoose weight au increase?,52,0.57055205,0.42944795,1,1
Mtu anaweza contact HIV akiwa ametumia CD?,87,0.70154154,0.29845846,1,1
Men fuck other men how?,327,0.35142,0.64858,0,1
What is the difference between the prices of the pills 100 and 200 which one works ?,74,0.38902768,0.6109723,0,0
After sex alafu mtu a feel kauchungu flani huko kwa vagina shinda inaweza kuwa wat,90,0.70058525,0.29941475,1,0
2024-11-16T18:04:01.584819Z,137,0.26216936,0.73783064,0,0
Safe days Huwa real ama,195,0.4653876,0.5346124,1,1
How to manage a relationship,219,0.49341786,0.50658214,1,0
