text,prediction
2023-12-28T22:05:01.314135Z,1
issue,1
"Okay,,,,,, am not married but I have boyfriend,,,, na hua tunafanya sex na alikataa kutumia CD,,, so Mimi hutumia p2,,, now can they affect me in future coz it is said not to be used more than three times in a year",0
Nafeel nikama mungu hanipendi sijui mbona na sifeel poa,1
Is it okay to move in with your boyfriend at a age of 22...and how do I know that he truly loves me,0
types of family planning,0
issue,0
2023-12-30T17:39:01.608003Z,0
self self,1
Is is weird for a man to moan loudly more than a lady during sex,1
Ni 12.29,0
Is it advisable Chali yangu kusuck my tirries,0
I thought sex was supposed to be something amazing but sasa after having it this week for the first time nafeel nkama najihate juu I made a promise to myself kuiweka na nafeel nkama nlikua under pressure kujifanya na staki tena what do I do,0
Is masterbation ok because am addicted,1
Curiosity juu ya sex,1
"How do you get to forgive yourself for loving someone so blindly... allowing the person have total access to your body, have sex with you uncomfortable times and then end up breaking up with the person so unceremoniously? It is really hurting me and I can't forgive myself. I feel cheap and used😭😭",1
2023-12-12T08:31:02.133212Z,1
What is casual relationship,1
Why are some breasts  small while someone has reached puberty,0
ok i have cousin who is always horny and he needs someone for intimacy so i was asking if u can help me connect him with someone who is intrested .kindly if possible i'll appreciate you ?,1
Im dating this guy for sometime wewe and na feel drift like theres a guy I met beginning of this month and imekua hard kuget over him like sitaki kugunja wat we have worked hard for with my boyfriend/husband) sijui nmeshindwa.kublok huyu new guy aki wat should I do,0
Do you guys have a clinic where l can get a contraceptive installed,0
sign  and symptoms  of yeast  infection,0
Is it healthy kubreak ur virginity before marriage,1
Nliacha kubreast feed like 8 months ago na bado matiti yangu nikiifinya inatoka liquid ya cream.......is it normal?,1
Is it possible for a girl to get pregnant after having sexual intercose after finishing her periods one week later,0
How does one stop being an overthinker in love /relationship,1
Zi!,0
I'm struggling with porn and masturbation,1
2. *ASK*,1
Nikona dem ako HIV positive na sidai tuchoreane,1
Msee huitisha aje mechi,1
2023-10-19T10:30:01.456931Z,0
"I gave birth via emergency CS,so I was asking how long does it take to heal and how long should I take to continue being intimate with my partner",1
Is a white discharge to a girl Normal,0
"How important is sex to me in a relationship???? Like, Is there any importance???",1
How can I stop murstabation,1
Mwanamke akiwa na mimba akiumwa na tumbo ya chini shida ni gani,0
I have been having some sensation on my clit na pia the clit inakaa swollen kiasi what can I do,1
How do I permanently end itchiness in the vaginal area?,0
Which contraceptive can cause blood clotting,0
When a girl has done her first time sex should she take some drugs to releave the pain,1
1,0
self,1
You finished your periods last week and the following week you had sex can you get pregnant?,0
where can someone get prep or pep and unezaambia beshte yako azipate wapi,1
What is the sex,1
Wazzii,1
Does p2 have harmful effects on your body?,1
"I just  finished  my period  and had unprotected sex yesterday took the emergency pills as instructed but early in the morning I had unprotected sex again  afterwards i took the last pill, how safe am I from  pregnancy",0
My pussy is very itchy and has bad odour,1
2023-11-13T17:20:01.348482Z,1
l wld. like a friend,0
1.ukihave sex after mensturation can you be pregnant..and how many day it is posibble to have sex,0
Mtu anaeza pata mimba juu ya clit rubbing by the partner ama kumwagiliwa cum on her clit?,1
I got my third injection on 24th August but have not received my period yet,1
"During coitus, kati ya Dem na Chali who normally enjoys it the most",0
Am a lesbian of which my family knows but I think the girl am dating is cheating on me,1
Okay call me 0745792527,0
"I started my period at the age of 14yrs,no crumps no nothing just mood swings 🙃 , Until nkafika 3rd year then I started experiencing severe crumps, I mean severe like non stop until nafeel like sick sick 😫 dizziness naishiwa na nguvu kwa mwili miguu😭so I've tried  using pain killers but it doesn't help at all.....what might be the problem?Even though I'm planning to see a gynaecologist tomorrow for the 1st time",1
What makes someone a hoe?,1
795436419,0
hauwezi nijibu saai,0
Yup!,0
Can I have sex n dem akiwa periods,1
Sexual health and hygiene give me the does and Don't s,1
2,0
Does true love exist,0
Causes of hormonal imbalance and how to overcome them,1
Mimi ni kama hatuelewani na boyfriend wangu na nimeanza kuchoka,0
Yes,0
Niko horny,0
nimechill tu fiti alafu na come across my gal amepost another guy na caption ya(-my guy🤗).Nimefeel 💔 .So what do i do ..how do i feel coz waah💔,0
Okay um ... So there's this boy I'm dating na nampenda sana nililoose my virginity kwake na hatukutumia anything is it possible kukua n ball I'm really nervous,0
What are the earliest signs of STIS,0
For how long does it  take for a new lovers to have intimacy?..,0
is it true that when you get a baby the cramps pain will automatically stop,1
Is there any effect of masturbation?,1
Contraceptive pill ni aina ngapi and how are they used,1
Mbona I erect nikitembea na my Girlfriend akinishika mkono,1
"A friend of mine got pregnant for a guy who's not ready to have the kid... She's been stressed out oflate, She was suggesting about aborting but I couldn't advise her to do so ju Sina alot of information about it",1
What is the use of option 2 pills,0
So um I've never engaged myself In sex B4 na am so ready but with alot of insecurities so how do I go about that,1
"Okay  the question is Kuna wasee huwa hawamwagi ama ,, na kaa Iko mbona Ako kwa madawa ama,,? 🤔",0
Naeza get pregnant immediately after my periods,1
Can lower  left side pain be a sign of pregnancy,0
It's about abortion,1
I haven't had sex in 5 years...will my pussy be tight and will it be painful?,1
How do you know if someone is after sex,0
Zii ni maswala kuhusu  miaka ya kuoa kamili ni ipi,0
Article on abortion,1
Can you guys send me nudes?,0
How can I be a millionaire,0
What causes pain during sex,1
I wanna have a side hustle 2024,0
Mmh,1
issue,1
2024-04-02T07:42:15.906499Z,0
I have a problem...  I had warts for a while and I've been treating it for three days now ... I kind of feel a lot of pain down there I don't know what to do,0
So like is there any other way of preventing pregnancy without using p2 or contraceptive,0
I need to see a gynecologist,0
Nataka credit,1
issue,1
so nmenote sm to thundo around my penis...lakini hakuna any kind of itchynes pain ama any discomfort,0
Is it right to stay with a man emotionally abusing you,0
"Sipendi mtu  lakini yeye huniudhi sana na kuforce relationship akinipigia na numbers tofauti,nifanye",0
Mbona hio time nlicall there were no available agents,0
2024-01-01T15:12:01.598741Z,0
How to know if someone love you,0
2023-11-30T07:53:01.995495Z,0
My periods are late what do I do,1
What is contraceptive,0
At what age should you lose your virginity?,0
Well I have a girlfriend and it's good between us but she kind of insists that she wants a kid with me but I tell her I'm not ready and I'm young coz I'm still I college and I still live with my parents .. I can see this becoming a deal breaker for us in the future but I don't want to leave her coz I really love her. What should I do??,0
How can I know I have breast cancer,0
Yup!,1
"Well, I have been having my menses for two weeks now., Is that normal?",1
How can I pass my exam in form 4 coz nilikuwa home during school help,0
Mtu anaeza acha aje kupenda msee,0
I feel so depressed lately.....so I got pregnant at 21 now I Have a 2mnths old baby ...my man isn't financially stable but he's trying he's best ....I found out things about like he used to cheat on me and stuff and I felt so bad....he apologized but lately I've been overthinking about everything he does I feel like I'm not in a right state of mind and I need help,1
2023-11-06T19:11:01.160234Z,0
I wanted to be informed about the kind of pills that can be used to prevent pregnancy apart from p2s,0
nataka kuhave sex na a girl who is close to me what should i do,1
Why does my heart hurt because of loving my girl bestie,1
My pussy is smelling wierd and I itch on my clitoris area,1
Acha nitulie kiasi kama itatake that long,0
"Um, so I recently got out of a very long relationship ya almost 4 years and it drained so much of my energy ...its also so hard for me kukua single and I feel so lonely like I need someone but pia najua it's not the right decision juu I don't want to rush...please advice me on what to do",0
Grwm,1
What are the effects of mustabation,0
How to handle heartbreak,1
How many styles of having set do you know,0
How soon can one detect pregnancy,1
Which disease has a symptom of a boil in my pubic hair,1
How to win a guy back,0
How do u deal with a cheating boyfriend,1
Is it normal if the size of the breast are not the same,0
My patter keeps on beating me up when I talk back at him😭😭,0
Is it advisable to have sex daily?,0
I have a girlfriend. Mwenye nilikuwa nadai tuenze kudate na yeye. But vitu hazicome through?. Wat should I do?,0
Mbona madem humourn wakitombwa,1
If you're having protected sex can the fluids get sneek in or what I'm kinda confused,0
I have a problem with my private parts ...nimekuwa nikijikuna for a while ..inakaa for sometimes inapona alafu inaanza tena,1
N vizuri kutumia pills kama hjpta mtoto,1
I felt pain during sex yesterday is that normal?,0
Okay,1
So tunaeza ogea sai,1
Sawa.Am 20 years old and am dating someone who is 32 he's a teacher.He has 2 children but separated with his wife Because the wife was a narcist.Now am leaving with him he supports me and I don't know if am in the right place sometimes am confused.His parents knows me but my parents don't know him like we havent make it official .it has been 4 months now,0
What's sexuality,0
Why is it hakuna tu dem loyal,1
2023-11-26T10:10:01.598442Z,0
Abt contraceptive s,1
Cryptic pregnancy,0
2024-08-30T21:10:01.185493Z,0
2024-01-02T06:11:01.446084Z,0
Why cant you send small videos that i see you guys posting on Facebook,1
Why do periods cramps happens and why to one crave for sweet things,1
Where can one get HPV vaccine,0
Who is mzungu,0
My boo and i had unprotected sex 6 one week ago but he withdrew his sperms so my question is can I get pregnant even if he withdrew his sperms even if I'm not close so my periods and another thing is wen are the safe days of a lady and when does a lady get pregnant between her cycle and when does a lady cannot get pregnant in b2n the cycle of her periods when she had unprotected sex,1
There is a guy I love and would like to be in a relationship with him.....he said he loves me too lakini when I asked him about us dating he said we give it time and not rush into a relationship....yet we act like a real couple but when his friends call me his girlfriend he refuses to address me as his girlfriend.....am abit confused and I'd like you to help me understand this,1
"Which causes pain which is flashing in the tube of pennis feel once a while , feel like my lower part of pennis is burning and thighs burning?",0
"I have been having this bad smell coming from my vagina with a white thick discharge but I'm healthy and hygienic, What could be the problem?",1
Ok nauliza mwanaume hakufeel anaeza hv shots ngapi ?,1
"Mtu anaweza toa mimba ya miezi nne kwa kutumia njia gani?, isipokuwa dawa...",1
𝕌𝕜𝕚 𝕥𝕒𝕜𝕖 𝕡2 𝕠𝕟𝕝𝕪 𝕠𝕟𝕔𝕖  𝕟 𝕦𝕤𝕚𝕥𝕒𝕜𝕖 𝕥𝕖𝕟𝕒 𝕚𝕟𝕒𝕖𝕫𝕒 𝕗𝕒𝕟𝕪𝕒 𝕦𝕤𝕚𝕡𝕒𝕥𝕖 𝕞𝕥𝕠𝕚,0
Why am I insecure  in my relationships,0
Who is wazzii,0
How can one get to unlove someone who has already moved on,0
How can I break a virgin girl bila yy kfeel pain,1
Can I change the number,1
Unaanzaje kutongoza msichana,1
2024-10-07T18:04:01.580942Z,0
Can you tell me more about your ad?,0
"So that sunday nimetokea Daisy(my friend) alikuwa na key yangu so i had to wait anilete and after ameleta akaniambia anaenda kwa Humprey(his friend) amempikia kuku akaniambia twende so i agreed tukaenda kwa huyo boyz on reaching there tulipatana na yeye hapo njee akatuambia twendange kwa nyumba tukaenda then after some minutes akakuja kwa nyumba akatuekea password ya wi-fi mimi nikaingia tiktok wakaanza kuongea na Daisy kikisii maybe ilikuwa tu story zao i don't know then Humprey akaniuliza why i was so silent and nilikuwa zile za sina anything ya kusema nikawauliza kwani kuku iko humprey akasema huko kuna omena tupike hiyo nikakataa at first nikasema sijui kupika then Daisy akaniambia awezi akapika ataskia kupuke nikaamua kupika nikamaliza nikaketi humphrey akaniuliza if nitalala huko nikamwambia zii narudi kwangu and nikatext Daisy nikamshow akiniacha  huko nitamcut off,,,Daisy akaniambia Humprey ananipima anataka kuona reaction yangu and nilale tu huko ako na suprise yangu nikaamua kulala huko nikijiambia he won't do anything already nilikuwa nimemkata so nikabaki huko Humprey akaenda kupeleka Daisy arudi kwake nikabaki kwa nyumba actually nikalala akarudi nikamuomba short coz nilikuwa nimevaa ya jeans singelala nayo akaniambia hana but naeza lala hivo he w",1
what pills can one take to prevent pregnacy and sti,1
"I'm I okay not having any sexual desire or feelings?, Why is it that when I have sex i don't feel anything and it's not mindset I just don't feel anything ever since",0
Ok sahizi place Niko am virgin na niketamani saana kuhave sex ata Leo ..what should I do,1
What are the benefits like sexually ya kula pineapple kwa dem,0
Can the breast be of the sama size,0
Offlately av been experiencing this weird smell on my private part and also it get itchy sometimes and plus I visited the hospital and I was given some medicines but still their's no change 🥲,1
2024-04-29T13:15:03.202341Z,1
2024-01-01T04:33:01.513557Z,0
4,1
Mimi sina kazi naeza fanyaje,0
niko kutu nifanye nini,1
How long am I supposed to bleed after breaking virginity?,0
Am in love with this man but I feel like he doesn't have time for or he doesn't love me how can I know he loves me,1
mtu amnaeza jua aje bea wake anamcheat,1
"I feel I'm not ready for dating,is that okay",0
How to stop masturbation,0
𝒉𝒐𝒘 𝒕𝒐 𝒅𝒆𝒂𝒍 𝒘𝒊𝒕𝒉 𝒅𝒆𝒑𝒓𝒆𝒔𝒔𝒊𝒐𝒏,1
Safe days ni siku gani,0
How do I count my safe days,0
I have a crush on some guy and it's so pressing,1
"Sasa,,,,so there is these boy I love but he keeps flirting with other girls Infront of me en I feel so uncomfortable about it na nikimuuliza ye udeny there is nothing going on",0
How can I handle a relationship when am in love with my boy best friend,1
So there's these guy that has been doing me a lot of favours and I think he's up to something I personally don't like him and I don't know how to decline his offers because I need to,1
If unatoka discharge alafu inatoa bad smell,0
Is it normal when you have finished your menses..then like after 2 days after being intimate you start experiencing like you are again having your menses but not as much as normal ones coz it can't even fill a pad leaf..,0
My Guy things am a cheat... Naeza fanya??,0
Is it wrong to be attracted to a woman as a woman,0
2023-12-27T17:57:01.217816Z,1
Is sex painful for a virgin,1
Yup!,0
Your name please,0
Kwani Kuna periods zinaenda for 30 days because unasema ati kama longest cycle yangu ni 30 days...azin I can't get it well,0
What are the effects of masterbation,0
"I was married. I left months ago, it was not working out for me. My partner never felt the void cause alikuwa na mabeshte zake na drinks of course. That changed me, I care less about him, he did the same. Vitu zinakuwa complicated hadi kwa wazazi. He still wants things to work. What do I do?",0
"Since I delivered have never seen periods and my baby is now 1yr 2 months,,, what could be the problem",0
How can i get an abortion pills,0
Mtu anaweza wacha kunyonga how? Na huyu mtu hana manze ama fwb,1
Safe ways of engaging in sex,0
Sorry 3,0
Yup!,0
Jaribu kunielewesha more about safe days,0
What can I do to make my girlfriend happy?,1
2024-08-29T15:35:01.581048Z,1
"Nlikuwa mechi en it happened ali go deeper na tumbo ikauma sana,is it normal",0
Soo you being in a situation whereby unafeel you really want to date someone but unogopa juu probably hutamake kumanage pamoja na studies mtu anaeza fanya nini,0
Can p2 cause period delays,1
Naweza weka family planning nikiwa how old,0
Unaeza nisaidia kupata new friends,0
1,1
2,1
I haven't used p2 this month but I used it last month...saaa last month nlianza period on date but sasa this month Hadi ijaanza shida inaeza kua gani,1
"I have a partner who is poor in communication and i know he loves me in his own way, what should i do to break hi s silence and make him talk oftenly",0
What are some symptoms of pregnancy?,0
What should I do to improve time in bed,1
by,0
Why do i feel pain nikihave sex na my partner,1
What does a white discharge mean after periods,0
What's effective medicine for crumps?😩,1
2024-05-30T13:50:01.419011Z,1
What's sex,0
How can one prevent herself from pregnancy,1
What are the advantages of sex?,0
What is safe sex,0
How do people manage to stay in a relationship for years,0
Sina quiz ingine ni ile moja tu ya safe days na menstrual cycle,0
Violent,1
6,0
2023-11-18T06:30:01.324370Z,1
What causes cravings when one is almost mensuration,1
"I'm menstruating but I've noticed something quite strange, 1 my cycle has been fluctuating lately, either ije late ama earlier with two or one day, the secondly I've observed that the blood has some dark red clots na si red vile ukua normal na Bado Iko na clots ziko bright colors. So my question is, why so? What can be the cause and remedy ya kua irudi normal",0
So I have this girl Moureen she's my girl and we are young but I fear to loose her is it okay if we could have a child together so that she doesn't leave.,1
Unajua aje mtu ni virgin?,1
What's the safest way of pregnancy termination?,0
4,0
What are some of the red flags in a relationship?,1
"Uum I've got a baby but I didn't plan on it but,,,dad yke tulikosana though sitaki akue dad wake so hua naekelea boy mwingine ni dad juu napenda end so I don't know my life is confusing I don't like the bby daddy ni situation ilifanya but I love the boyfriend more what should I do",0
So how long does it take. Msee ku disclose.  Status yake kwa partner yake,1
I loved a boy but now sijui nini mbaya...he doesn't talk to me anymore,0
Mtu anaweza loose virginity from being finger fucked 👀,0
unaezaje jua dem ni hoe,0
Is it safe to masterbate,1
2024-04-04T17:27:01.842120Z,1
Can i have sex while am 18,0
I had unprotected sex last week on Wednesday but on monday this week i noticed that I'm bleeding not too much though and also I'm really peeing alot is it normal?,0
"If someone is not using any contraceptive,, which contraceptive can someone use to prevent pregnancy after sez",1
"My boyfriend and I broke up on Nov 29 and he had sex with someone else on another on 1st December and got her pregnant. We got back together recently but I can't to forgive him because all along I keep complaining about that lady when we were dating. I love him ,yes but I don't know if I'll ever forgive him",1
Yup!,0
Causes of rashes in a male's penis after sexual intercourse,1
"Let's say that I'm currently on PREPs and I have sex with someone who is positive, is there a possibility nitakuwa infected in that nianze dose ingine ama vipi",1
I want online sexy girl please,1
Masturbating ni poa kwa health ya teenager ka mimi??,0
Sawa,0
Is it true that having sex in a relationship is a factor and that if one is ready to date they should be ready for sex?,0
Have been in a relationship with a guy for 3 months now and we just started having issues because huwa najam haraka na kitu ndogo. How will I avoid getting mad at my Boyfriend everytime?,0
"So hey ,, there's this girl tumekuwa na yeye for like a year and 4 months ,,we were cool at first but then akaniwacha on the basis of I have done so many terrible things to her ,,so then we went back tukarudiana ,,but then after  2 months I lied to her about something after kufind out ,,akamiblock for 1 month ,,but then akanimiss and she kinda came back ,,rn we are together but vibe ya kitamb o is just ni kama imeisha ,,text ananitext one word or 2 word reply or some emojis,,just need a little advise man what should I do with this girl,,yeah I love her like serious and wonna marry her sometimes, just what do I do",1
Is it possible to get pregnant 3 days to my period?,1
Having sex before menstruation msee anaeza get ball..like 2 days b4 menstruation,1
2024-05-17T14:29:01.570343Z,0
Am 21 and am in a relationship with some who is 17 .......does the relationship makes sense,0
How do I tell a guy I have a yeast infection and staki kuhave sex,1
2024-03-01T09:36:01.236890Z,1
When should you start dating seriously or for marriage,0
First sex hukua uchungu,1
How someone can manage his relationship,0
Kuna huyu msee communication is down then all over sudden anata nibebe boll yake,0
"Ok have got simple question, I used to have friends in the past but it happened that one of my friends snatched my gf from me and this turned me off and since then have been staying alone without friends and this thing has affected me so much and I even hated ladies hope unanipata,,ok so the question is how can I start making friendship again juu nimechoka kukaa peke yangu?",1
what if I need a response imediately,1
For someone who has been trimming pubic hair  instead of completely shaving and decides to shave completely for once should there be any effect around their vagina?...and is there any cream that they can apply incase of side effects after shaving,0
2024-04-21T16:31:01.687383Z,0
by,1
Whats the best body count in agirl b4 dating,0
N healthy kuhave sex nikiwa na periods,1
Njia safe ya kutumia condom,1
What would you do if you find ur bestie mum's is sneaching on u,1
If you were dating with you best friend after they broke up with your friend then she wants to forgive her girlfriend but he still wants you not her would let him befriend his ex girlfriend,1
issue,1
Protecting my peace of mind,0
When is the right time to use p2,0
"She typed this what are there meaning, [12/16, 09:13] Linet: Mrng, [12/16, 09:18] Linet: Sai ndo unaamka, [12/16, 09:34] Linet: Denks🤗unaelewa, [12/16, 10:02] Linet: Mi sina say, [12/16, 12:45] Linet: Okey lkn usikue unajificha, [12/16, 12:48] Linet: Unajifanyanga unijui .... Ghaiii, [12/16, 12:51] Linet: Sawa lkn cdhani utawai change ...lkn ni Sai tu, [12/16, 12:55] Linet: Like unakaa somehow mwoga lkn cjui poa, [12/16, 13:08] Linet: Lkn usinichukue vibaya, [12/16, 18:36] Linet: Shy boy sasa",1
Mbona madem huwa na mRingo,0
Acha tuh bue,0
What can one do to avoid depression,0
Mbona sijakuwa na periods two months yet sina ball,1
Can a UTI recur??,0
"Why after a short call of nature....a lady sometimes gets abdominal cramps could there be any reasons as to why this happens this way, Is it normal or it's a disease",0
What are the signs one is approaching menopause?,0
Why do my pants gets discolored,0
Nilikuwa natumia family planning na ikaisha.....so afterwards nkanyesha then juzi nimeanza kunyesha mingi than kawaida shida inaweza kuwa Nini?,0
"So I feel I don't now anything about sex,foreplay , Am totally clues less , I feel like I don't now how to satisfy a woman  , Kindly help",0
How can I stop mustarbation..😪,0
I need counseling,1
Is it wrong to say your imperfections are what define you ....,0
So do you guys do boob reduction for people who have gigantomastia?,0
Nishasoma,1
Utajuaje mtu ako in a serious relationship na wewe,1
Is it ok to have Pornography addiction?,0
Thank you Cynthia... Also what does it mean when you have a green- ish discharge... Though it does not have a funky smell.. Actually no smell...,0
Mbona my breast nahisi uchungu alf my nipples ni ngumu especially ikishika maji na inakaa kama imecrack karibu na nipple,1
What are the boundaries in relationship,0
Toys zina hatari yoyote mwilini?,0
Ok i want to know more about jadelle implant cause am using it na sijai kua na mtoto is it risky,1
by,1
How long do it takes to know that a gril loves you,0
Which the best age  aperson can marry,1
Yup!,1
So am 19 years turning 20 soon but I haven't seen my period that makes me feel so bad and left out😓,1
2023-10-03T12:45:01.687588Z,0
for how long does someone takes to know ako pregnant,1
2023-10-01T14:18:01.436409Z,0
Ok . sometimes I feel uncomfortable pain around my cervical area and vagina could it be something serious,1
How can I detach from someone,1
self,1
so my i told my boyfriend how our relationship feels off nowadays and i told him to take his time and decide if he wants me or not..he txted after two days and hasnt changed a single a bit i really am confused,1
2024-10-24T17:17:01.684038Z,0
Na cravia sex sanaah and I want to have it with this one man a crush of mine but i am afraid nita ji express aje kwake cause I really want to do it with him,1
I have been in a relationship but now day am so lonely mpka nashindwa what is wrong with me mostly of the time nobody even want to be my friend........,0
When one decides to date the same gender is it bad,1
How do you count your safe days,1
Videos,0
"So , Nilimeza p2 like a more than a month ago then nikaexperience spotting then periods , Tho they were 5 days earlier , So this month pia nimespot for over a week then leo ndo nimeexperience heavy spotting so sijui if ni periods ama ni nini cause normally I usually having cramping but leo there's no cramping, So I want to know if it's normal or I should go get checked , Cause when I Google napata inaeza kua sign of ectopic pregnancy",1
So my question is that I've had sex like this is my third time and I still find it so painful and I've never orgasmed I take long periods before having sex and I just had sex today with my boyfriend and I love him but I'm afraid I didn't satisfy him niko na doubts juuu I couldn't hold for long juuu ya hio pain,1
3,1
After kumaliza femiplan contraceptives nafaa kukaa how many days Ili periods zangu zi start,1
Foods gani mtu hafai Kula wakati wa period,0
2023-12-30T04:16:01.612493Z,0
Nilikua naulizaa dem unafaa umkule raw after periods for how long,1
am in love with a certain guy but am afraid to make a move isi-end up us a disapointment..... advice me please,1
Sooo I had sex like 2 weeks ago na ilikua raw ....and it was a first time with this person plus alimwaga ndani and he started saying that his safe na I didn't believe him and since that day his been distant 🌚☹️🥹soooo am worried....and am also scared to carry out the tests .......my discharge is usually  creamish and it's thick,1
Ok,1
Can you  loose your virginity while masturbating,0
2023-11-07T09:32:01.425567Z,0
Signs and symptoms of STIS,1
Can the doctor still call yesterday I slept early,0
"Okay, I have got a best friend naishi na yeye but most people around know us as being sisters ,,out there she has got other two best friends who think we are sisters and I tend to get jealous,,halafu I'm a lesbian one of her best friend  showed signs of liking me when I asked her what she wants,,she started accusing me of starting such issues yet she started those issues,,it made me feel bad coz I normally avoid her juu she's my bestie's friend na sometimes Huwa anakam kwetu aki how should I handle that aki juu am stressed out 😥😥",0
Does ones vigina expand after having sex with 3 to 4 guys but not at the same time,0
Swa,1
When  feel lonely and  you think you are not worthy what should I do,0
Ooh wazzi basi... So mmi offlate nimekua nikifeel vibaya na kua tired na life,0
"Am a depression,azin I was to join campus but due to lack of money azin funds I had to stay with a man but to me nowadays nikama a me change,am confused I feel like hunging myself",0
I dated a married man and accidentally got pregnant for him. I asked him not to leave his wife ata kama tunapenda. But I feel like I should stay away from him coz I don't want to break his marriage and I don't want my child to find out later that his father had another woman. He's kind and supportive but currently going through financial problems. Should I keep child away from him? Should I continue being the hidden woman in his life? How do I know he really cares about me? I have tried to let go and move on but it's hard coz I really loved him.,1
"when would be the next period for november for a person with irregular menstration who had their first day menses on, 21 may, 29 june skipped july 31 agust,3 sep,3 oct, and it lasts for a period of 1 week",1
Ok,1
I want to chat with the advisor,0
"Hi..I had unprotected sex with my partner last week,and that was a day after my periods na alikuwa anamwaga ndani since I presumed ilikuwa safe day yangu.But still after the act I took the emergency pills to avoid the risk of getting pregnancy..is there a possibility of me getting pregnant in such a case?",1
Hiyo family  planning  ni ya nn,0
Kwanza mimi sijaelewa  hii wazii  inamnisha  nini?,0
kama nimetake after pill more than 5 times in an year what am i supposed to do,0
"Alright, so I have a girlfriend. She has a good heart though she’s beautiful. And I also niko na ex wawili     Na both of them wako so close to me such that we kiss. They are both pretty I don’t know what to do kindly help coz I keep on texting them na wanajipa joh ebu nihelp",1
my boyfriend is ignoring my texts and he refuses to support our child financially,0
"When you suck a dick,can you get infections?",1
How can i join yu,0
Do using tampons have any effects,0
How can someone notice symptoms of HIV,1
Sex husaidia madem vipi,1
Is it ok for a woman to make the first move kwa dude,0
2024-03-01T06:04:05.536740Z,0
Is it wrong to visit a guy,0
2024-05-04T12:42:01.276100Z,0
Ni ukweli si poa kuchukua birthcontroll kama hujagive birth,1
How does sex help one,0
Yes,1
Mbona Niki have sex na chali yangu mm upata blister's sanaa,1
Is it okay to masturbate,0
Can you refer me to any job available,0
If you masturbate will you still remain a virgin,1
Niko fitie wanted to see how you respond to clients...top notch,0
Does Veet shaver have any negative effect,1
How do you know if your partner is drifting,0
Naeza acha aje kumasturbate?,0
Niko na dame anakuliwangwa na boy mwingine daily,1
2024-06-05T19:19:01.530616Z,0
Mbona mboro huuma after sex,1
Ok my coochie has been itchy lately,1
"Naitwa sharon nauliza kama ii organisation yenyu kama sometime mnakuanga na job opportunities za kuandika watu ,aki mi niko down sana and I need a job Ata kama inapay kidogo just something to do am very down right now aki",1
How to deal with horniness,1
I just need a counselor for my sister she is so depressed juu baby daddy is able to help her kid but has refuse so she thinks the only solution is to take her life!,1
is it weird that I have never engaged in any sexual activity and I just turned 20😂ama niko abnormal unlike my agemates😂,0
"so I had unprotected sex on 8th this month alafu nikaanza periods on 9th the same month usiku ,so is it possible for me to be pregnant?",0
Normal sex should last for how long??,1
Kama mtu hajaona periods zake for three years can it be possible to get pregnant during medication,0
Why do I bleed after sex,0
my siz told me today that in school walikuwa wanapewa punishment cause most of them walicopy and mwalimu aliwauliza kama alicopy but yeye hakujibu akabaki kama ameketi then class ikasema eti yeye alicopy and it was true but she defended herself then class teacher akamuambia aende Kwa principal office but hakuenda alidhani ni obvious jokes za teacher she is asking for an opinion and what she would do?,0
"hello there Wazzi, I've got a problem , so when I'm with my man and having a good time making up (foreplay) he gets an erection but immediately we want to have sex the erection ain't there what could be the problem?",1
"Ok,,, Is it right to date back your ex when you two still love and have feelings for each other..",0
"It's 9 days to my periods but I have being having some abdominal pain for the last two days, what might be the problem",0
"Okay,so i recently broke up with my boyfriend meaning sijakua nikiget any access to sex so nimekua nikitumia toys..is that bad",0
"My concern ni the after period smell..., Just the following day after the last day of my period i experience some smell why??",0
How can l have safe sex,0
What is sex?,0
I do take pep but nkamiss kumeza Jana how many pill should I take Leo,0
Ok,1
Sex,0
How do i manage mental stress??,0
2024-01-16T21:08:01.196693Z,1
2023-12-04T18:05:01.296344Z,1
What is my problem with the girl am dating that akiwa far from me hatuelewani na tukiwa pamoja all things go well?,0
How is the pill p2 supposed to be taken,0
What's ur name,1
2024-05-30T19:11:01.625982Z,0
Boy wako akikuuliza tirries na huyaki,0
Nataka videos za sex,1
Watching pornography is it bad,1
Is there difference between love and relationship?,0
I want to know more about WAZZI,1
Nimekua single for 1year,1
I'm introvert only making love to girls imenishinda how can i go through it,1
2024-06-03T13:25:04.170285Z,0
How can u approach a virgin n have sex with her,1
Actually I tried this thing Sex for the first time  with my boyfriend and we did it raw then after wards nikakunywa p2 so after taking this p2 my periods delayed for a week so my man did take me to the lab na tukapima tukapata negative so i was asking what caused me for not getting my menses,0
"So, I would like to know more about periods. Nikipata zangu nakuanga na migranes deadly na nashindwanga kutembea juu ya uchungu wa cramps. Should I seek medical attention?",1
Nimemaliza,1
Do changing contraceptives affect my health,1
How can I make my body fitness stable,1
2,0
Kuna manze jooh mh nampeda she loves me pia bt hakuangi petiant mh nko far na place ako jooh anapenda kuni jooh ssa mh naeza  mhelp ajy coz ye nikama hajielewi walai tumebrake mara kadhaa anarudi na defferent story kiasi tena ashaanza ssa manzi ka huyu atasaidika ajy ajue kujicontrol,1
When is the best time to have sex,0
Mbona mtu akue na bad odour after sex,1
Nasikia leo ni world contraceptives day,1
How do I count my safe days,0
Hizi story za Forex ni za ukweli,1
"Nafeel kama struggles zangu ziko too much na I don't know what to do, job, relationships...",1
